IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.54,,,1.08,,2.03,1.5 [1.1 - 2.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.51,,,1.07,,2.27,1.5 [1.1 - 2.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.46,,,1.22,,12.32,1.5 [1.2 - 12.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.63,,,0.12,,3.19,1.6 [0.1 - 3.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.63,,,-0.11,,3.45,1.6 [-0.1 - 3.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.65,,,0.25,,3.03,1.6 [0.2 - 3.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,MEX,Mexico,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.57,,,0.76,,2.7,1.6 [0.8 - 2.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.62,,,1.06,,2.24,1.6 [1.1 - 2.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.6,,,1.07,,2.57,1.6 [1.1 - 2.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,GIN,Guinea,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.61,,,1.13,,2.8,1.6 [1.1 - 2.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,MWI,Malawi,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.61,,,1.16,,2.33,1.6 [1.2 - 2.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.6,,,1.23,,2.35,1.6 [1.2 - 2.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.59,,,1.18,,2.46,1.6 [1.2 - 2.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,TGO,Togo,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.6,,,1.28,,2.25,1.6 [1.3 - 2.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,NER,Niger,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.64,,,1.25,,2.43,1.6 [1.3 - 2.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.62,,,1.31,,2.38,1.6 [1.3 - 2.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.65,,,-0.038,,3.33,1.7 [0.0 - 3.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.7,,,0.38,,3.17,1.7 [0.4 - 3.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.69,,,0.52,,3,1.7 [0.5 - 3.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.74,,,0.88,,3.01,1.7 [0.9 - 3.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.69,,,0.96,,2.88,1.7 [1.0 - 2.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.67,,,1.12,,2.54,1.7 [1.1 - 2.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.71,,,1.1,,2.72,1.7 [1.1 - 2.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.67,,,1.1,,2.69,1.7 [1.1 - 2.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.74,,,1.18,,2.77,1.7 [1.2 - 2.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.74,,,1.24,,2.75,1.7 [1.2 - 2.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,SEN,Senegal,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.74,,,1.23,,2.96,1.7 [1.2 - 3.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.74,,,1.29,,18.13,1.7 [1.3 - 18.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.72,,,1.43,,13.06,1.7 [1.4 - 13.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.72,,,1.38,,2.67,1.7 [1.4 - 2.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.77,,,-0.014,,3.63,1.8 [0.0 - 3.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,CHE,Switzerland,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.76,,,0.13,,3.42,1.8 [0.1 - 3.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.82,,,0.64,,3.24,1.8 [0.6 - 3.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.82,,,0.82,,3.07,1.8 [0.8 - 3.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,ISR,Israel,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.8,,,1.14,,2.6,1.8 [1.1 - 2.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.8,,,1.11,,3.08,1.8 [1.1 - 3.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.8,,,1.2,,2.49,1.8 [1.2 - 2.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.83,,,1.2,,2.67,1.8 [1.2 - 2.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.77,,,1.22,,3,1.8 [1.2 - 3.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,SEN,Senegal,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.76,,,1.2,,3.09,1.8 [1.2 - 3.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.77,,,-1.17,,5.03,1.8 [-1.2 - 5.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,MDG,Madagascar,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.77,,,1.28,,15.04,1.8 [1.3 - 15.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,ISR,Israel,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.79,,,1.33,,2.41,1.8 [1.3 - 2.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.8,,,1.29,,2.72,1.8 [1.3 - 2.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.77,,,1.3,,2.77,1.8 [1.3 - 2.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,TUR,Türkiye,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.82,,,1.41,,2.36,1.8 [1.4 - 2.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.8,,,1.37,,2.71,1.8 [1.4 - 2.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.78,,,1.37,,7.52,1.8 [1.4 - 7.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.77,,,-1.53,,5.58,1.8 [-1.5 - 5.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,IRL,Ireland,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.92,,,0.2,,3.78,1.9 [0.2 - 3.8],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,IRL,Ireland,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.91,,,0.45,,3.5,1.9 [0.4 - 3.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,DNK,Denmark,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.94,,,0.71,,3.27,1.9 [0.7 - 3.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.91,,,0.68,,3.32,1.9 [0.7 - 3.3],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,DNK,Denmark,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.94,,,0.83,,3.14,1.9 [0.8 - 3.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.91,,,0.82,,3.12,1.9 [0.8 - 3.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,BRA,Brazil,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.93,,,0.81,,3.54,1.9 [0.8 - 3.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.87,,,1.04,,3.01,1.9 [1.0 - 3.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,BRA,Brazil,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.89,,,1.11,,3.09,1.9 [1.1 - 3.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.86,,,1.11,,3.1,1.9 [1.1 - 3.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.87,,,1.07,,3.38,1.9 [1.1 - 3.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.93,,,1.23,,2.65,1.9 [1.2 - 2.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.89,,,1.16,,2.75,1.9 [1.2 - 2.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.92,,,1.21,,3.15,1.9 [1.2 - 3.2],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.85,,,1.33,,2.74,1.9 [1.3 - 2.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,LSO,Lesotho,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.88,,,1.35,,2.72,1.9 [1.3 - 2.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,MLI,Mali,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.9,,,1.29,,2.86,1.9 [1.3 - 2.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.86,,,1.42,,14.91,1.9 [1.4 - 14.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,TUR,Türkiye,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.88,,,1.37,,2.54,1.9 [1.4 - 2.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,ZMB,Zambia,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.87,,,1.41,,2.59,1.9 [1.4 - 2.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,1.89,,,1.42,,3.08,1.9 [1.4 - 3.1],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,BHS,Bahamas,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.92,,,1.36,,4.63,1.9 [1.4 - 4.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.87,,,1.48,,2.58,1.9 [1.5 - 2.6],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,GMB,Gambia,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,1.94,,,1.49,,5,1.9 [1.5 - 5.0],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,NAM,Namibia,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,10.02,,,6.92,,13.42,10.0 [6.9 - 13.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,COG,Congo,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,9.97,,,7.19,,12.94,10.0 [7.2 - 12.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,HUN,Hungary,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,10.01,,,7.36,,12.38,10.0 [7.4 - 12.4],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,EUR,Europe,Country,HUN,Hungary,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,9.98,,,7.82,,11.9,10.0 [7.8 - 11.9],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,10.1,,,6.61,,14.69,10.1 [6.6 - 14.7],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2019,true,Sex,Male,SEX_MLE,Age Group,15+ years,AGEGROUP_YEARS15PLUS,,,,,,,10.13,,,7.8,,12.49,10.1 [7.8 - 12.5],,,EN,2024-08-12T22:00:00.000Z
SA_0000001743,"Alcohol-attributable fractions, all-cause deaths (%)",numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2019,true,Sex,Male,SEX_MLE,Age Group,All age groups (total),AGEGROUP_YEARSALL,,,,,,,10.2,,,7.27,,13.16,10.2 [7.3 - 13.2],,,EN,2024-08-12T22:00:00.000Z
